ss	seed	unique	Min Helix	Generation
(((.(((.((((((((((((.((((....(((.....)))((((((((((((((((....(((...)))..))))....)))..))).(((....)))))).))).))))..))))))....))).)))...)))..(((....))))))	linearbp_onlyA	387	3	Uniform
.......(((..(((((((((........))))...)))))((((..(((...(((.(((....))))))))))))))))(((..((((..((((((...((((((((...))))))))..))).(((...))))))..)))))))....	linearbp_onlyA	1651	3	Uniform
.......(((..(((.((((((...))).(((...(((((((..(((..(((.(((........))).))).))))))))))....))))))..))).(((((...(((...(((...))))))))))))))((((.(((...)))))))	linearbp_onlyA	441	3	Uniform
.((((..(((.((((((.....))).))).)))..(((...(((.(((..((((....)))).)))..(((...)))..)))..(((.....((((((((....))))).........))).(((...)))))).....)))...)))).	linearbp_onlyA	12	3	Uniform
.((((((((((((....))).)))))((((((((((((.(((((((((((......))))))((((((.((((......))))(((...)))..(((....))).....))).))).)))))....)))....))))..))))).)))).	linearbp_onlyA	3250	3	Uniform
...(((....(((((((((...((((((((((.....((((((...))).)))...)))))))..)))...((((.(((.....((((.((((...((((((...))))))..)))))))).)))..)))))))...)))..))).))).	linearbp_onlyA	974	3	Uniform
.(((....(((((.....(((.((((((....((((...)))).))).)))))).)))))....(((.(((.((((.....(((.(((((...))))).))).)))))))..))).(((((((.((((....)))))))....)))))))	linearbp_onlyA	3395	3	Uniform
((((...(((((((........))))((((...))))((((((((..(((.....(((.(((......))))))((((((((((......))))))...))))..))).)))..))))))))))))..((((((((.....)))).))))	linearbp_onlyA	1043	3	Uniform
(((.........)))((((((((.(((....))))))).(((...(((....(((((((.........(((.(((...))).)))....))).))))...))).)))(((....(((((.(((....)))...)))))))).....))))	linearbp_onlyA	1664	3	Uniform
.(((....)))((((((.((((((..(((..(((.......)))))))))(((((.....(((((((.(((((..........)))))..))))....))).....))))).((((.....))))(((.....))).))).))).)))..	linearbp_onlyA	3873	3	Uniform
...(((.((((((..(((...((((((.....))).))).)))))).....)))(((.(((..(((((((((.(((.........)))..........))))))((((....(((.....))).....)))))))...))))))...)))	linearbp_onlyA	38	3	Uniform
.(((((((.(((.....))))))..)))).(((....(((.....))).))).(((...(((...(((((((......)))..(((...(((..(((((((...)))).)))((((....)))).....))).))).)))).)))..)))	linearbp_onlyA	2044	3	Uniform
........((((....((((((..((((((......)))))).....((((......))))..)))(((...((((..(((....)))...)))).))).)))))))...........(((...(((...(((....))))))...))).	linearbp_onlyA	248	3	Uniform
....(((((...........((((((...(((...)))..)))(((.......))).))).(((..(((((((((..(((....)))...))).)))((((((.((((((((.....))))..))))))).)))..)))..)))))))).	linearbp_onlyA	195	3	Uniform
((((((((((.(((.((((((.(((((((...))))....)))(((((...)))))))))))..))).......(((((((.....)))....))))..(((((......(((((((((...)))..))).))))))))))))))).)))	linearbp_onlyA	1843	3	Uniform
.(((((((...(((((((...))))(((...)))(((((.....))))))))((((((((..(((..........((((((...))))))..)))))))......))))........(((((((...)))))))....)))...))))..	linearbp_onlyA	109	3	Uniform
..(((.((((.((((...))))(((...(((..............))))))(((((((.(((((((((......))).))).)))...))).)))).)))))))..(((((((((((((((......)))..)))))).....))).)))	linearbp_onlyA	3727	3	Uniform
.(((((((....(((((......))))))))((((.(((...)))..((((((((((((((((...)))..)))..)))))).(((.((((((.(((......((((...))))..))).))).)))...))).))))...)))))))).	linearbp_onlyA	226	3	Uniform
.(((..((((....)))).(((((((...)))...(((((((....)))).(((..(((...)))))))))...((((((.....(((...)))..))).))).(((......)))))))(((...)))..(((.....))).)))....	linearbp_onlyA	79	3	Uniform
((((..(((....(((.....(((.(((...))))))..)))((((((.....)))(((......)))....)))((((...))))))).(((((((...(((..(((.....))))))))))...)))))))....(((...)))....	linearbp_onlyA	5	3	Uniform
.........(((......))).(((((((((...)))((((.(((((((.((((((...(((.....))))))....))))))(((((((...(((....))).))))..))))))).))))..)))(((........))))))......	linearbp_onlyA	17	3	Uniform
..((((..((((((...)))..))).(((((.((((.((((((...((((((((.(((......(((.....)))..(((....((((((...(((...)))))))))))).)))..)))....))))).))).))))))))))))))))	linearbp_onlyA	1415	3	Uniform
((((((((((.(((..(((..(((......)))(((...((((....))))......)))(((((.((((....)))))))))..)))..)))))).((((.....((((((((...))))))))..(((...)))))))))).))))..	linearbp_onlyA	1829	3	Uniform
..((((...((((...(((......)))...))))....))))....(((...........(((((((...))))..)))((((.(((..((((......))))(((((.........)))))))).))))..(((((...)))))))).	linearbp_onlyA	4104	3	Uniform
....((((((((...)))).....(((...(((((((...((((((....))).))).)))).))))))(((......)))(((.(((..(((..........(((((.....))))).))).)))(((..........)))))))))).	linearbp_onlyA	18	3	Uniform
..((((.((((((....((((.....))))....)))))).((((.....)))).)))).(((.(((((((((.((((...))))..(((...((((...))))...)))....)))))..))))..(((.......)))..))).....	linearbp_onlyA	2569	3	Uniform
...(((....(((..((((((..(((((((.(((..(((((((.(((........)))....))))...(((((.....)))))....))).....))))))).......(((...)))))))))...)))))))))...(((....)))	linearbp_onlyA	152	3	Uniform
.(((....)))(((.(((..(((..(((((...))))).............)))))).....)))..(((...)))(((..((((.((((((((((....)))......(((((((((....))))))))).)))).))))))).)))..	linearbp_onlyA	23	3	Uniform
....(((........((((...((((((.((((((((.((((..(((...)))...((((...))))(((...)))((((((((........))))......))))...))))))))))))(((.....))))))....))))))).)))	linearbp_onlyA	1	3	Uniform
.((((((((....((((..(((...))).((((((((......))).)))))...)))).(((...))))))).)))).(((((((((......))).))).(((...(((....(((((((......))))..))).)))..))).)))	linearbp_onlyA	81	3	Uniform
.....(((....)))((((.(((((((....))).((((((((((((.....)))..(((...((((..(((((((.((((((((...........)))..))))).))))....))).))))..))))))...))).))).))))))))	linearbp_onlyA	2468	3	Uniform
(((((((((((((((((....))))...)))).......)))))).(((((((....)))..))))..))).....(((((.(((((((((((...)))))).))))))))))..........((((((((((((...))))))))))))	linearbp_onlyA	3335	3	Uniform
(((.(((......)))((((...(((.......(((((((..((((.(((((...(((.((((...)))).)))))))).(((..((((.((((((((...))).)))))..))))..)))...)))).)))))))))).)))))))...	linearbp_onlyA	1938	3	Uniform
....(((.((((((..((((((((.(((.(((......(((((.....))))))))))))))))))))))(((.....(((...))).))).)))(((((....)))))(((..........(((.((((...))))...))).))))))	linearbp_onlyA	0	3	Uniform
....((((.(((.......(((.(((..(((((.........))))).((((......))))))).)))..)))(((((.((((....(((..(((((((((((((...))))))...)))).)))...)))))))))))).....))))	linearbp_onlyA	6	3	Uniform
(((..((((((..(((...))).(((((((.(((........(((((......)))))..))).)))((((((...)))...)))...(((...(((......)))...))).)))).(((.(((...)))))).....)))))).))).	linearbp_onlyA	1092	3	Uniform
.(((.......)))(((...(((.((((((............)))......(((....((((....(((.....(((...))).......))).)))))))....))).((((((.....(((......)))..)))..)))..))))))	linearbp_onlyA	189	3	Uniform
.((((((..(((....)))((((((((...))))).(((...((((((.....))).)))..)))..((((((..(((....)))...)))..)))..)))))).((((.(((..(((((((....))))..))).))))))).)))...	linearbp_onlyA	37	3	Uniform
(((((((..(((((((((((((((((((...)))....(((....(((((...))))))))....)))))..)))....)))).))))..)))))))((((.......))))(((((((......))))..((((.......)))).)))	linearbp_onlyA	1074	3	Uniform
.(((.((((((.........(((........)))((((((.((((...)))))))..)))((((......(((...)))))))......))).(((.(((((((..(((....))))))).))))))..(((.......))).)))))).	linearbp_onlyA	295	3	Uniform
.(((..........)))..(((.(((.(((.(((((....(((...(((....))).....(((...(((.(((.((((...(((...)))...)))))))))).........)))..))).)))))..)))............))))))	linearbp_onlyA	285	3	Uniform
((((.(((((((...)))(((....((((.(((.(((.....))).((((...))))...((((......))))(((...))).(((.((((..(((((.........))))).......)))).))))))))))..))).)))))))).	linearbp_onlyA	3241	3	Uniform
.((((((((....)))))..(((..(((..((((...(((...)))))))....((((...))))..)))......)))....(((((((((((.....)))).((((.....((((.....))))......))))))).))))...)))	linearbp_onlyA	18	3	Uniform
((((((((..(((......))))))).(((((((...(((..(((....))))))((((((((((((......))).......)))..(((....))).........((((...))))(((...))))))))))))).))))))).....	linearbp_onlyA	47	3	Uniform
..((((..((((......(((..(((.((((((..(((((((((((.......)))..))).((((((((...))))........(((....)))..(((.....)))))))))))).....)))))).)))....)))))))..)))).	linearbp_onlyA	2355	3	Uniform
...((((((..((((.((((...(((((...)))))((((((((.(((.......)))))))(((..(((...))).)))((((((...))))))))))....(((...)))))))(((.........)))....))))....)))))).	linearbp_onlyA	885	3	Uniform
.((((...))))..(((..((((.(((((((((((.(((((....)))))....))))))...))))))))))))(((((((..((((((..(((((......)))))..)))))).)))).))).........(((.....))).....	linearbp_onlyA	4816	3	Uniform
((((.((((....((((((......))).(((.((((((.........))))))))))))......))))(((..((((.(((.....))).((((....))))......))))..(((..(((.....))).))).)))....))))..	linearbp_onlyA	185	3	Uniform
(((.(((....)))...)))((((((...((((.((((((....)))....)))....)))).((((((......(((......)))((((.....))))........(((.......)))...)))..........))).))).)))..	linearbp_onlyA	524	3	Uniform
(((.(((...((((((.((((.((((((((.(((.....(((...(((..((((.....)))).))).))).))))))).)))).)))).)))((((.(((.....)))))))))))))...(((...)))...)))(((((...)))))	linearbp_onlyA	342	3	Uniform
((((.....))))..(((.......(((...(((((((..(((..............)))..((((...)))).....)))............))))(((((((((....)))).)))))......))))))((((......))))....	linearbp_onlyA	27	3	Uniform
..((((.(((.(((..(((.....))).....(((((((((((.(((..........((((.....(((.((((((.(((.......)))..))).)))....)))....))))...)))))))))))))).))))))...)))).....	linearbp_onlyA	4696	3	Uniform
((((((....)))..((((((...((((....)))))))(((......(((.....))).(((.(((.(((.(((....)))..(((...))).......))).))))))..))).)))(((.....((((((....))).)))))))))	linearbp_onlyA	2	3	Uniform
(((..(((((((((((((.(((...)))..))).....))))).)))))))).((((.(((...))).))))(((..((((((..(((((((...))))...))).)))..(((.......(((...)))....)))....)))...)))	linearbp_onlyA	272	3	Uniform
.((((((((...((((....(((.....)))....))))...))))((((((((((((....((((..((((((...))).)))....))))))))))...((((...))))..))).)))..)))).(((...)))(((((...)))))	linearbp_onlyA	2776	3	Uniform
(((((..(((((((((....(((...)))..(((((((((((..(((...)))(((..(((((((.((((.....))))..))))..))).....((((((...))))))......))))))))...)))..)))))))).)))))))))	linearbp_onlyA	180	3	Uniform
.(((((((..(((...)))(((.(((...)))))).....))))..)))(((.(((((((((.....))))))(((.((((...))))..))).))))))..(((...(((..(((((...)))))(((.....)))..))).)))....	linearbp_onlyA	1494	3	Uniform
((((((..(((.........(((((((...))))(((.(((((((.....))))..(((...))).....)))...))).)))..(((((((.((((...))))..)))).....))))))...)))))).....((((((...))))))	linearbp_onlyA	8	3	Uniform
(((......)))...(((.......(((((((((((((.((((((.......)))..((((((((((....)))))...(((..(((((......))))).....)))))))))))..)))....))))......))).)))...)))..	linearbp_onlyA	313	3	Uniform
.((((.........((((((.((((.((((((((..((((....))))......(((((.((((((((.(((...))).))))).)))....))))))))).))))))))((((((........))))))))))))(((....)))))))	linearbp_onlyA	2716	3	Uniform
.....(((....)))(((...(((.(((((((.(((.(((...((((...)))))))(((((((..............(((...))))))...)))))))...))))(((.(((.....)))...)))))))))..........)))...	linearbp_onlyA	3	3	Uniform
.....(((.((((.(((.((((((.(((........))))))))))))...)))).))).(((...)))(((((....(((...))).....(((....)))))))).((((((.....)))(((.......))).....))).......	linearbp_onlyA	437	3	Uniform
..((((..(((.(((((.((((((.(((((..((((((....)))..)))......)))))..))).))).....)))))(((..(((((((((...)))).(((.(((...))).)))))))).))))))))))....(((.....)))	linearbp_onlyA	2125	3	Uniform
...(((((..(((...((((..(((....)))))))(((.(((...)))((((..((((....))))......((((.........))))))))))))))((((((.(((....))).))).((((....))))....))))))))....	linearbp_onlyA	0	3	Uniform
..((((...(((......((((.((((..(((.((((((((...)))))..((((...))))))))))..))))((((.(((((((...)))((((((((....(((......)))))).)))))))))....)))).)))).)))))))	linearbp_onlyA	751	3	Uniform
(((((((.......((((((..(((.(((....)))(((((.((((....(((((((..((((...)))))))))))...(((.....)))..))))(((....((((...))))..)))..)))))..)))))).)))..)))).))).	linearbp_onlyA	2524	3	Uniform
...((((((((.........)))..(((.((((((...)))((((((......)))..((((...))))))).)))..)))..(((.(((.........)))...((((((...))).((((((...))).))).....)))))))))))	linearbp_onlyA	2	3	Uniform
..((((...))))..((((..............))))(((((((...)))..(((((((((((..........))))......)))..))))..))))(((.(((((..((((...))))...)))))..(((......))).)))....	linearbp_onlyA	1326	3	Uniform
......(((..(((.(((.....)))((((((.........)))...(((......))))))))).......((((....(((...)))........))))((((...))))......))).....((((((.((((...))))))))))	linearbp_onlyA	2	3	Uniform
.(((.(((.....((((((((.((((((.....(((.(((...))).)))..(((.......(((......(((((((....))))...))))))..)))))))))..)))))....)))(((...(((((....)))))))).))))))	linearbp_onlyA	21	3	Uniform
(((....((((..((((((((......)))))(((.....(((....)))..((((((...))).......))))))......))).......))))(((...))).)))..(((..(((.(((.........)))...)))..)))...	linearbp_onlyA	12	3	Uniform
...........((((.(((.(((...(((((((((..........)))...))).)))..(((......(((....))).((((((...)))..))).)))..(((.((((((......)))..)))..)))))).......))).))))	linearbp_onlyA	678	3	Uniform
.((((...))))..((((((......))).((((...))))..((((((..((((((....))))))(((((((.(((...(((...)))....(((.......(((((...)))))..)))..))).))))))))))..))))))....	linearbp_onlyA	1	3	Uniform
..(((..(((.....(((((((.(((.....)))(((...(((.((((..(((..((((((((.....)))).....))))(((.........(((...)))..)))))))))))))))).))))((((.....)))))))))).)))..	linearbp_onlyA	0	3	Uniform
(((((((((....)))))).((((((.......((((..(((.....)))..))))...))).((((..((((....))))))))......))).(((...(((((((......))).))))..)))....((((...)))).)))....	linearbp_onlyA	21	3	Uniform
.(((...)))..((((((((....)))))...((((((((.((((...))))......((((((...(((......))).))).)))....(((.........(((....)))..))).....)))))(((...)))....)))..))).	linearbp_onlyA	58	3	Uniform
..(((....(((((((.((((((((..((((.(((.....)))..))))))))....))))..)))...))))....)))((((......))))...(((((.(((((((...(((..(((....)))..)))))).))))....)))))	linearbp_onlyA	4034	3	Uniform
(((((((.(((((.......((((.(((......)))..))))........(((.(((.(((..(((.((((.(((.(((.......))).....))).))))))))))..((((........))))))).))).))))))))...))))	linearbp_onlyA	2745	3	Uniform
....(((.....(((...((((....((((((....((((.(((((((....(((...)))))).(((...(((...)))(((..((((..(((.....))))))).....)))..)))))))......)))).))))))))))))))))	linearbp_onlyA	0	3	Uniform
.((((((((......)))))((((((....)))...)))....(((((((.....))).((((.....(((......))).))))(((.(((((.(((...)))(((.(((....))))))))))).)))(((...))).)))).)))..	linearbp_onlyA	633	3	Uniform
(((..(((.(((..(((((....((((((((.((((((((((...)))).)))...)))(((....(((...((((.....))))))).)))...)))..)))))..)))))............)))..)))..)))....(((...)))	linearbp_onlyA	98	3	Uniform
..(((..(((((...)))))))).......(((((..((((((((....(((....)))(((((((.......(((...))))))..(((((((((((((...))).........)))).)))..))))))))))))..)))...)))))	linearbp_onlyA	49	3	Uniform
........((((.((((((((.((((...(((.....))))))).....(((((..(((....)))..(((.(((...))).))))))))))))))))....(((..((((.....))))....)))((((((....)))...)))))))	linearbp_onlyA	2237	3	Uniform
((((((.....))).(((((((.(((((.....)))))....(((....((((((....)))))))))((((....(((...)))..)))))))).....)))..(((.......)))((((.(((...))))))))))...........	linearbp_onlyA	595	3	Uniform
.....(((.(((......((((((...)))..(((......)))))).)))(((.(((....)))...))).......((((...))))..)))...(((..((((((....))))))((((((....)))..)))...)))........	linearbp_onlyA	37	3	Uniform
..((((((((((.....(((...)))..(((.((((...(((....))).))))..)))(((.....)))...)))..))).(((...)))..((((((......(((....)))......(((((...))))).)))...)))))))..	linearbp_onlyA	162	3	Uniform
.(((....((((((...))).........)))(((....(((..(((.(((((((((((.(((.(((.(((.....))).)))...)))(((.....))))))).)))).)))))))))..)))))).(((((.....))))).......	linearbp_onlyA	56	3	Uniform
..(((((((....((((....))))..)))...((((((..(((...)))..(((..((((.(((......)))..(((...)))))))))).))).)))..(((.(((......)))...((((...)))))))(((.....)))))))	linearbp_onlyA	50	3	Uniform
...(((.(((((...)))))(((((((.....(((...)))...)))).(((...(((.....))).((((.(((...........)))))))..)))..((((...(((...))).(((.(((...))))))....)))))))...)))	linearbp_onlyA	22	3	Uniform
(((.(((((.(((((.(((((...((((....)))).....((((...))))(((((((..(((....(((....)))...)))..))))..(((((((((((...)))..))).)))))....))))))))))))))))))...)))..	linearbp_onlyA	170	3	Uniform
(((.(((....(((..((((((...)))....((((((...)))..)))..)))(((...)))))).))).(((((((((((...((((...))))..))))((((((.(((.....)))....)))..))).)))))))))).......	linearbp_onlyA	3	3	Uniform
(((((((.......((((....(((..(((.(((......(((.(((((....))))))))(((.(((....)))))))))..(((...(((........))).))).))).)))....)))))))(((.....)))...))))......	linearbp_onlyA	171	3	Uniform
(((..(((((((.....(((((((((((((..(((..(((....(((((...........))))))))..))).))))))....(((((....)))))..........)))..))))........)))).(((.....))))))..))).	linearbp_onlyA	3294	3	Uniform
..(((((((((((.(((.....))).((((((((((((((((.......))))..))))))....)))...(((....((((.....))))))))))..)))).(((...((((((....)))))))))))))..............)))	linearbp_onlyA	0	3	Uniform
..(((....((((..((((.(((.(((...))).))).(((......))))))).((((...(((.....(((.....)))........((((((.....)))))))))))))...)))).((((((((((.....)))))).)))))))	linearbp_onlyA	5	3	Uniform
...(((....)))(((....)))(((.(((...(((....)))...))).)))..(((((..(((.(((..((((((..((((((..(((((((...))).))))))))))..))))))..)))....))).(((...))))))))....	linearbp_onlyA	2243	3	Uniform
...(((...(((((.(((.((((..(((.(((....)))..)))))))...)))...)))))(((.....)))...))).(((.((((((.((((...((((....))))))))))).))).((((((...)))........))))))..	linearbp_onlyA	44	3	Uniform
((((.....(((.....(((....)))(((((((.((((.....))))))))..((((...)))))))...))).(((.(((......(((..(((.......))).))).((((....)))))))))).....)))).(((...)))..	linearbp_onlyA	71	3	Uniform
..((((....((((((((....(((((....))))))))))((((..((((((((((..((((...((((..((((...))))....))))(((....)))...))))))))....)))(((((.....))))))))..)))))))))))	linearbp_onlyA	376	3	Uniform
